87.36,262,1513606198431
87.36,262,1513606198431
87.36,262,1513606198431
87.36,262,1513606198431
87.45,22523,1513607404172
87.29,26882,1513607417355
87.29,27064,1513607417355
87.335,32841,1513607454040
87.335,34833,1513607454040
87.22,38356,1513607503063
87.41,41078,1513607523254
87.55,45386,1513607551636
87.5,48053,1513607569472
87.5,49464,1513607580371
87.5,50188,1513607580371
87.5,53050,1513607580371
87.56,58580,1513607654815
87.56,59954,1513607654815
87.52,61050,1513607692444
87.52,63402,1513607692444
87.52,65406,1513607692444
87.52,66054,1513607692444
87.54,70604,1513607780331
87.57,74573,1513607796736
87.45,82322,1513607822307
87.42,84168,1513607845752
87.42,85574,1513607852580
87.51,89184,1513607885636
87.51,90383,1513607885636
87.51,91449,1513607885636
87.51,91449,1513607885636
87.56,93168,1513607962215
87.56,94273,1513607962215
87.59,94891,1513608012164
87.59,98760,1513608012164
87.59,98760,1513608012164
87.59,100291,1513608012164
87.59,100291,1513608012164
87.59,100291,1513608012164
87.59,105234,1513608012164
87.59,105234,1513608012164
87.59,107501,1513608012164
87.59,107501,1513608012164
87.59,111524,1513608012164
87.59,111614,1513608012164
87.59,111614,1513608012164
87.59,111614,1513608012164
87.59,111614,1513608012164
87.59,117637,1513608012164
87.59,117637,1513608012164
87.59,120162,1513608012164
87.59,121040,1513608012164
87.76,176425,1513609307114
87.76,177903,1513609307114
87.76,178244,1513609307114
87.76,178931,1513609307114
87.76,179233,1513609307114
87.76,180320,1513609307114
87.76,180320,1513609307114
87.76,180320,1513609307114
87.76,190636,1513609307114
87.75,192559,1513609640181
87.75,192559,1513609640181
87.75,192559,1513609640181
87.75,196120,1513609640181
87.68,198996,1513609712543
87.68,198996,1513609712543
87.68,210482,1513609712543
87.68,210482,1513609712543
87.68,212624,1513609712543
87.68,212799,1513609712543
87.68,212799,1513609712543
87.68,216373,1513609712543
87.68,216555,1513609712543
87.68,216980,1513609712543
87.68,216980,1513609712543
87.68,218143,1513609712543
87.67,224056,1513609897328
87.68,227018,1513609921975
87.68,227018,1513609921975
87.68,227018,1513609921975
87.66,229353,1513609981390
87.66,229353,1513609981390
87.66,229353,1513609981390
87.66,235709,1513609981390
87.66,235709,1513609981390
87.66,236520,1513609981390
87.66,237148,1513609981390
87.66,237148,1513609981390
87.66,237148,1513609981390
87.68,240353,1513610142717
87.69,257059,1513610182466
87.68,262870,1513610344522
87.68,263008,1513610353953
87.695,266709,1513610389621
87.695,266709,1513610389621
87.74,270998,1513610429299
87.74,274388,1513610429299
87.74,274388,1513610429299
87.73,276194,1513610481545
87.73,280143,1513610481545
87.73,280143,1513610481545
87.73,280143,1513610481545
87.73,280143,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.73,282461,1513610481545
87.755,294532,1513610713049
87.755,294682,1513610713049
87.815,301463,1513610765231
87.8,304098,1513610783124
87.8,304098,1513610783124
87.8,306777,1513610783124
87.8,306777,1513610783124
87.8,306777,1513610783124
87.8,306777,1513610783124
87.89,312774,1513610878038
87.91,314088,1513610894132
87.91,314088,1513610894132
87.91,314088,1513610894132
87.91,314088,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,323435,1513610894132
87.91,342947,1513610894132
87.91,343186,1513610894132
87.88,343990,1513611231505
87.88,344229,1513611231505
87.88,344308,1513611231505
87.88,344308,1513611231505
87.85,346236,1513611304599
87.85,347278,1513611304599
87.85,348327,1513611304599
87.85,349301,1513611304599
87.85,349872,1513611304599
87.73,350488,1513611392123
87.73,350488,1513611392123
87.67,351341,1513611424435
87.67,353138,1513611424435
87.67,354848,1513611483628
87.69,356803,1513611492024
87.71,357363,1513611522490
87.71,357363,1513611522490
87.71,358404,1513611522490
87.71,358565,1513611522490
87.71,359290,1513611522490
87.625,362101,1513611609154
87.625,362101,1513611609154
87.625,363973,1513611609154
87.695,364435,1513611665262
87.68,365243,1513611677846
87.68,366880,1513611677846
87.68,366880,1513611677846
87.68,366880,1513611677846
87.73,369901,1513611758303
87.73,370378,1513611758303
87.73,370378,1513611758303
87.73,370378,1513611758303
87.73,371897,1513611758303
87.73,373186,1513611758303
87.73,373510,1513611758303
87.73,373510,1513611758303
87.73,373510,1513611758303
87.73,373510,1513611758303
87.73,376694,1513611758303
87.73,377437,1513611758303
87.73,378848,1513611758303
87.73,378848,1513611758303
87.73,379265,1513611758303
87.73,380101,1513611758303
87.73,380689,1513611758303
87.73,380689,1513611758303
87.73,381195,1513611758303
87.73,383400,1513611758303
87.73,383571,1513611758303
87.73,384084,1513611758303
87.69,384513,1513612193043
87.69,385539,1513612193043
87.67,386864,1513612218484
87.68,387693,1513612247103
87.68,387693,1513612247103
87.68,387693,1513612247103
87.68,387693,1513612247103
87.68,388792,1513612247103
87.68,388877,1513612247103
87.68,390752,1513612247103
87.68,390752,1513612247103
87.68,390752,1513612247103
87.68,390752,1513612247103
87.68,393685,1513612247103
87.68,394644,1513612247103
87.68,394644,1513612247103
87.68,395081,1513612247103
87.68,395081,1513612247103
87.705,396351,1513612529926
87.705,396874,1513612529926
87.705,396874,1513612529926
87.705,396874,1513612529926
87.705,398982,1513612529926
87.7,402073,1513612645599
87.735,403389,1513612680307
87.73,404167,1513612697949
87.73,404167,1513612697949
87.73,405322,1513612697949
87.74,406502,1513612748044
87.74,406680,1513612748044
87.74,406680,1513612748044
87.74,407302,1513612748044
87.74,408822,1513612748044
87.76,412283,1513612830621
87.76,413283,1513612830621
87.76,420688,1513612876535
87.76,421441,1513612876535
87.76,423622,1513612876535
87.76,423622,1513612876535
87.76,423622,1513612876535
87.76,425248,1513612876535
87.86,427217,1513613020184
87.86,429446,1513613020184
87.86,430717,1513613020184
87.86,432290,1513613020184
87.86,435072,1513613020184
87.86,435072,1513613020184
87.86,435072,1513613020184
87.86,435373,1513613020184
87.95,436368,1513613306092
87.95,436869,1513613306092
