48.13,161241,1514299446861
48.15,166522,1514299457977
48.16,171055,1514299504370
48.11,175121,1514299532556
48.11,177855,1514299532556
48.11,179403,1514299532556
48.03,183092,1514299623955
48.02,187847,1514299652931
48.07,189635,1514299690965
48.07,193178,1514299698304
48.07,195494,1514299698304
47.98,200540,1514299787766
47.98,203583,1514299787766
47.98,208057,1514299787766
47.98,211242,1514299787766
47.98,213201,1514299787766
47.98,216839,1514299787766
47.98,219301,1514299787766
48.03,220744,1514299981032
47.98,226053,1514300035638
47.98,226982,1514300035638
47.95,237339,1514300091932
47.94,238518,1514300104174
47.94,240984,1514300104174
47.94,244832,1514300104174
48,252070,1514300203453
48,255706,1514300203453
48,257015,1514300203453
48,258670,1514300203453
48,260683,1514300203453
48,263303,1514300203453
48,266563,1514300203453
48,270512,1514300203453
48,274954,1514300203453
48,280195,1514300203453
48.05,285375,1514300550620
48.08,295681,1514300591096
48.11,302148,1514300630709
48.11,305207,1514300630709
48.11,309082,1514300630709
48.11,310294,1514300630709
48.11,323929,1514300791284
48.11,325735,1514300791284
48.11,327894,1514300791284
48.11,329237,1514300791284
48.11,330421,1514300791284
48.11,332816,1514300791284
48.11,333506,1514300791284
48.11,333506,1514300791284
48.11,335070,1514300791284
48.11,336826,1514300791284
48.11,338956,1514300791284
48.11,342933,1514300791284
48.11,344587,1514300791284
48.11,346444,1514300791284
48.11,347568,1514300791284
48.075,349241,1514301472796
48.075,353846,1514301472796
48.075,359175,1514301472796
48.075,361392,1514301472796
48.075,363636,1514301472796
48.075,368421,1514301472796
48.09,369283,1514301682280
48.07,377117,1514301721508
48.06,382838,1514301761117
48.06,385706,1514301761117
48.06,394111,1514301761117
48.06,394575,1514301761117
48.06,396211,1514301761117
48.06,406068,1514301761117
48.19,411886,1514301990358
48.19,422388,1514301990358
48.25,434286,1514302063278
48.25,436727,1514302063278
48.26,443250,1514302104429
48.31,453468,1514302164574
48.365,464459,1514302209860
48.41,472634,1514302276762
48.46,504545,1514302351571
48.39,524668,1514302492549
48.39,528344,1514302492549
48.39,533784,1514302492549
48.39,537589,1514302492549
48.41,552666,1514302624846
48.39,560547,1514302697801
48.42,566105,1514302728129
48.44,574549,1514302772417
48.44,594402,1514302772417
48.49,599523,1514302833924
48.43,658478,1514302867517
48.38,675535,1514302927458
48.36,686411,1514302963984
48.325,690800,1514302990260
48.325,692455,1514302990260
48.325,709448,1514302990260
48.38,714881,1514303100191
48.38,730521,1514303134573
48.41,746633,1514303187114
48.42,752399,1514303190434
48.42,763820,1514303190434
48.43,767556,1514303272308
48.405,775759,1514303331970
48.405,783696,1514303331970
48.35,791101,1514303406996
48.42,815003,1514303480260
48.4,821442,1514303521061
48.4,827838,1514303563661
48.405,833645,1514303615810
48.405,836779,1514303615810
48.4,843045,1514303670472
48.4,851582,1514303670472
48.4,858099,1514303670472
48.39,863439,1514303796679
48.39,865093,1514303796679
48.39,868246,1514303912457
48.39,874404,1514303912457
48.39,882368,1514303912457
48.39,884671,1514303912457
48.39,887565,1514303912457
48.39,889895,1514303912457
48.39,893412,1514303912457
48.39,895773,1514303912457
48.39,896365,1514303912457
48.33,900659,1514304300505
48.54,1581852,1514310065989
48.54,1585800,1514310113145
48.54,1588187,1514310113145
48.54,1591780,1514310113145
48.54,1592981,1514310113145
48.54,1594184,1514310113145
48.54,1618635,1514310113145
48.47,1624502,1514310325661
48.495,1628419,1514310359795
48.525,1631713,1514310406554
48.535,1636744,1514310413918
48.535,1636744,1514310413918
48.53,1639315,1514310466479
48.53,1640537,1514310466479
48.53,1641760,1514310466479
48.53,1641760,1514310466479
48.53,1649139,1514310466479
48.53,1654095,1514310466479
48.52,1655389,1514310668779
48.52,1656629,1514310668779
48.52,1657871,1514310668779
48.52,1660360,1514310668779
48.52,1665361,1514310668779
48.545,1667862,1514310843097
48.545,1667862,1514310843097
48.545,1672864,1514310843097
48.545,1675375,1514310843097
48.55,1681487,1514310982690
48.55,1682738,1514310982690
48.56,1683914,1514311031074
48.56,1687667,1514311031074
48.56,1691437,1514311031074
48.56,1691437,1514311031074
48.535,1697481,1514311147962
48.54,1703627,1514311182474
48.54,1706153,1514311182474
48.54,1709955,1514311182474
48.54,1711227,1514311182474
48.54,1711227,1514311182474
48.54,1711227,1514311182474
48.54,1711227,1514311182474
48.54,1717612,1514311182474
48.55,1722504,1514311438880
48.585,1757958,1514311486243
48.565,1766817,1514311495193
48.565,1768151,1514311495193
48.565,1768151,1514311495193
48.565,1768151,1514311495193
48.565,1770824,1514311495193
48.55,1775698,1514311683908
48.55,1778382,1514311683908
48.55,1783245,1514311736377
48.55,1783245,1514311736377
48.55,1784592,1514311736377
48.55,1792221,1514311824275
48.55,1793575,1514311824275
48.55,1797652,1514311824275
48.57,1800000,1514311940198
