188.34,358345,1513867835282,-0.1599999999999966,5234,203993
188.36,368498,1513867886441,0.020000000000010232,3177,51159
188.305,378760,1513867950139,-0.05500000000000682,3793,63698
188.4,386714,1513868011546,0.09499999999999886,3751,61407
188.305,390070,1513868037995,-0.09499999999999886,1846,26449
188.27,392178,1513868067365,-0.03499999999999659,1367,29370
188.3,403230,1513868159650,0.030000000000001137,2783,92285
188.36,405201,1513868179055,0.060000000000002274,1518,19405
188.35,409481,1513868209027,-0.010000000000019327,4280,29972
188.33,418913,1513868227225,-0.01999999999998181,9432,18198
188.31,424138,1513868287514,-0.020000000000010232,5225,60289
188.32,429271,1513868319744,0.009999999999990905,4245,32230
188.3,434256,1513868368859,-0.01999999999998181,2120,49115
188.35,438892,1513868399041,0.04999999999998295,3966,30182
188.47,441467,1513868431023,0.12000000000000455,1911,31982
188.34,469243,1513868601291,-0.12999999999999545,11087,170268
188.33,469386,1513868607757,-0.009999999999990905,143,6466
188.33,469939,1513868609452,0.0,553,1695
188.32,471675,1513868658962,-0.010000000000019327,1736,49510
188.27,480505,1513868700151,-0.04999999999998295,5697,41189
188.3,499046,1513868825393,0.030000000000001137,10221,125242
188.22,511667,1513868904919,-0.0800000000000125,2640,79526
188.14,544564,1513869186718,-0.0800000000000125,424,281799
188.24,550850,1513869214601,0.10000000000002274,4430,27883
188.135,560262,1513869325862,-0.10500000000001819,5322,111261
188.31,572822,1513869431193,0.17500000000001137,1152,105331
188.3,573299,1513869456597,-0.009999999999990905,328,25404
188.25,576380,1513869474676,-0.05000000000001137,3081,18079
188.24,588429,1513869534434,-0.009999999999990905,3391,59758
188.3,591704,1513869579212,0.060000000000002274,1956,44778
188.35,593308,1513869597074,0.04999999999998295,945,17862
188.44,600486,1513869664211,0.09000000000000341,5863,67137
188.44,603278,1513869695018,0.0,2792,30807
188.4,603463,1513869704543,-0.03999999999999204,185,9525
188.36,605244,1513869735078,-0.03999999999999204,492,30535
188.34,630925,1513869948222,-0.020000000000010232,644,213144
188.3,640175,1513870012514,-0.03999999999999204,1914,64292
188.36,677822,1513870141502,0.060000000000002274,2635,128988
188.3,707054,1513870338866,-0.060000000000002274,5928,197364
188.15,716379,1513870395932,-0.15000000000000568,3834,57066
188.14,720141,1513870430641,-0.010000000000019327,3762,34709
188.14,726887,1513870458282,0.0,6746,27641
188.18,735385,1513870540421,0.040000000000020464,2012,82139
188.27,753461,1513870759605,0.09000000000000341,3883,219184
188.24,757619,1513870788858,-0.030000000000001137,4158,29253
